checkpoint,episode,total_timesteps,episode_reward,episode_length,outcome,min_range_m,final_time_s,legacy_episode_reward
7,1,1231776,128.8146209716797,744,hit,2.5705775094547696,14.879999999999772,154.6784637647303
7,2,1232720,133.37057495117188,980,hit,3.315824802314004,19.59999999999967,163.6270598894095
7,3,1235180,125.98875427246094,1595,hit,4.971354656167729,31.89999999999941,153.1425631349399
7,4,1236632,125.16307830810547,978,hit,4.354584815566377,19.559999999999672,149.35633890761903
7,5,1237800,10.761480331420898,2250,timeout,5.901972643291788,45.000000000001435,-69.47536328159998
7,6,1239776,130.72021484375,786,hit,2.7709990292806572,15.719999999999754,158.77542957985085
7,7,1240420,127.15324401855469,655,hit,3.46896357130506,13.09999999999981,153.3289316738268
7,8,1240776,-22.352558135986328,2250,timeout,6.495654478429126,45.000000000001435,-79.78436053183115
7,9,1240840,131.58013916015625,1415,hit,4.7479112382078,28.299999999999486,159.267326180762
7,10,1243392,128.98193359375,743,hit,4.871278934308396,14.859999999999772,152.46194791787886
7,11,1243416,129.86033630371094,910,hit,2.421411676247231,18.1999999999997,156.26786495002415
7,12,1243976,132.19496154785156,800,hit,3.1353846427461463,15.999999999999748,160.27401786204598
7,13,1246776,120.63851928710938,846,hit,4.922619553858873,16.919999999999728,149.80738400038894
7,14,1246816,130.0348358154297,1494,hit,4.985470399002541,29.879999999999452,153.4641363111529
7,15,1247360,119.15216064453125,986,hit,4.855066222064611,19.71999999999967,146.12386385419939
7,16,1247932,116.63794708251953,989,hit,4.016353745154174,19.779999999999667,146.38688906890943
7,17,1252444,130.52981567382812,1407,hit,3.3283702852550126,28.13999999999949,152.42054674022688
7,18,1255704,134.41397094726562,815,hit,1.440652940228616,16.29999999999974,163.60069967340837
7,19,1255776,-47.233970642089844,2250,timeout,5.995812764583318,45.000000000001435,-76.2346042022205
7,20,1256360,-12.45803451538086,2250,timeout,8.717959750204864,45.000000000001435,-76.20209008590196
7,21,1256932,-5.057857513427734,2250,timeout,7.180053089530681,45.000000000001435,-87.0660520036382
7,22,1258936,125.6951904296875,644,hit,3.7929802654110536,12.879999999999814,150.85190019481658
7,23,1261084,127.50443267822266,1345,hit,4.045641722744967,26.899999999999515,157.00726617850006
7,24,1262860,121.95793151855469,981,hit,4.612769303977459,19.61999999999967,149.84885228594985
