checkpoint,episode,total_timesteps,episode_reward,episode_length,outcome,min_range_m,final_time_s,legacy_episode_reward
1,1,7220,-83.14778900146484,1805,miss,1671.360419431759,36.100000000000044,-123.90067733009873
1,2,7312,-75.48619842529297,1828,miss,1153.1029296556999,36.560000000000116,-105.7009546703999
1,3,7596,-76.13943481445312,1899,miss,306.444925124578,37.98000000000034,-130.2125342460743
1,4,9000,-91.04186248779297,2250,timeout,1411.3591350446814,45.000000000001435,-88.41003496918135
1,5,15968,-81.6880111694336,2187,miss,1804.8547857827507,43.74000000000124,-124.86030718366844
1,6,16312,-83.16649627685547,2250,timeout,1324.6138455652153,45.000000000001435,-103.83925296489932
1,7,16596,-89.33727264404297,2250,timeout,1224.9331405739151,45.000000000001435,-125.21096539842418
1,8,18000,-81.13893127441406,2250,timeout,953.5042661353309,45.000000000001435,-127.97217241480394
1,9,24968,-80.08377075195312,2250,timeout,1419.5292139480184,45.000000000001435,-118.88124965096601
1,10,25312,-86.8396224975586,2250,timeout,155.25070088350546,45.000000000001435,-144.38437411077888
1,11,25596,-74.92127990722656,2250,timeout,89.90804384271458,45.000000000001435,-128.20329318742728
1,12,27000,-93.55693054199219,2250,timeout,572.6695217998263,45.000000000001435,-133.8780407932667
1,13,33968,-88.99195861816406,2250,timeout,1116.1813429433532,45.000000000001435,-120.92418027417948
1,14,34108,-82.11979675292969,2128,miss,1058.846617547694,42.560000000001054,-118.57577549755128
1,15,34312,-78.88237762451172,2250,timeout,850.17628085279,45.000000000001435,-98.651788802855
1,16,36000,-79.72003936767578,2250,timeout,662.5575322705622,45.000000000001435,-100.44628308426198
1,17,42968,-78.84945678710938,2250,timeout,1566.591145407026,45.000000000001435,-136.06826393590353
1,18,43108,-83.41272735595703,2250,timeout,1450.9216941484947,45.000000000001435,-128.54667300771544
1,19,43312,-92.93553161621094,2250,timeout,1438.8575936222528,45.000000000001435,-87.87611135496468
1,20,45000,-81.29117584228516,2250,timeout,121.60838536472689,45.000000000001435,-121.70241261075786
1,21,51620,-75.97715759277344,2077,miss,2257.1886385980906,41.540000000000894,-87.43380643221751
1,22,51968,-81.29849243164062,2250,timeout,1987.8175359946115,45.000000000001435,-98.81832655260803
1,23,52108,-80.68968200683594,2250,timeout,220.98342398869232,45.000000000001435,-154.94036912750732
1,24,54000,-82.14303588867188,2250,timeout,673.6630222908716,45.000000000001435,-139.39948253988877
1,25,60612,-83.78573608398438,2248,miss,481.84494637282626,44.96000000000143,-149.40562348311224
1,26,60824,-80.96235656738281,2179,miss,1376.0841259302451,43.58000000000121,-119.02330416425256
1,27,60968,-86.80746459960938,2250,timeout,385.8181202206535,45.000000000001435,-133.65232814371993
1,28,63000,-84.79989624023438,2250,timeout,710.1660601404725,45.000000000001435,-68.74962382304699
1,29,68604,-90.24291229248047,1909,miss,2124.619079674416,38.18000000000037,-127.72582751289806
1,30,69612,-80.12153625488281,2250,timeout,3451.0688415122736,45.000000000001435,-99.03821946630416
1,31,69824,-82.75288391113281,2250,timeout,1064.6878326336973,45.000000000001435,-122.72933168045593
1,32,71128,-76.54695892333984,2032,miss,3777.230371032977,40.640000000000754,-142.1288432515514
1,33,77604,-93.390869140625,2250,timeout,2278.658423246639,45.000000000001435,-129.3146635375461
1,34,78324,-76.8044204711914,2125,miss,2551.08910679776,42.500000000001044,-140.7060437544535
1,35,78612,-74.37767791748047,2250,timeout,2146.634844079071,45.000000000001435,-148.57376165772672
1,36,80128,-77.4712142944336,2250,timeout,675.4871105679376,45.000000000001435,-116.19842061579915
1,37,86088,-74.2552261352539,1941,miss,2269.605345901682,38.82000000000047,-135.36259523199163
1,38,86604,-79.7245864868164,2250,timeout,457.500927388527,45.000000000001435,-134.19836614069058
1,39,87108,-80.80744934082031,2124,miss,990.1129110253572,42.48000000000104,-140.01997483695942
1,40,88424,-78.94683837890625,2074,miss,1236.5812531815725,41.480000000000885,-135.23402749714506
1,41,95088,-75.72484588623047,2250,timeout,800.2665567258097,45.000000000001435,-99.70632853378994
1,42,95476,-83.60195922851562,2218,miss,745.9907165152173,44.360000000001335,-146.48855995266268
1,43,96108,-85.14631652832031,2250,timeout,1184.5137527504662,45.000000000001435,-79.6376301410524
1,44,97424,-76.78227233886719,2250,timeout,1603.7387333731815,45.000000000001435,-145.35729278115792
1,45,103696,-84.33930969238281,2152,miss,1760.3659026521138,43.04000000000113,-131.28235269479788
1,46,104476,-84.05403137207031,2250,timeout,2958.5201795471303,45.000000000001435,-128.0739196507855
1,47,104596,-82.2436752319336,1793,miss,1886.1344395490692,35.86000000000001,-126.33653809993979
1,48,105108,-88.69770812988281,2250,timeout,2399.1820868131704,45.000000000001435,-103.29941377576768
